Time(s),Fx,Fy,Fz,Tx,Ty,Tz,PosX,PosY,PosZ,SerialData
2.00001522898674e-07,-0.012503983452916145,-0.008189193159341811,-0.011829347396269441,-0.00029589484911412,0.00044077819329686464,0.0001112115103751421,70.9985,210.001,77.999,"0.01,0.13,-1.05,0.05,-0.09,-0.03,100949,28.8"
0.09509089996572584,-0.01673945002257824,0.0027062458917498588,-0.021425626799464227,4.280037828721106e-05,0.0007891673012636602,0.00018695633043535053,70.9985,210.001,77.999,"0.01,0.13,-1.05,-0.07,-0.09,0.09,100946,28.8"
0.1900556000182405,-0.007019771263003349,0.011499933525919914,-0.006116799893788993,0.00037269345484673976,0.0007373773725703359,-2.4601351469755173e-05,70.9985,210.001,77.999,"0.01,0.13,-1.05,-0.01,-0.03,0.03,100937,28.8"
0.2851055000210181,-0.04064691513776779,0.0038339065387845038,-0.05607353262603283,-9.499195730313658e-05,0.0014016173023264854,0.000529323605587706,70.9985,210.001,77.999,"0.01,0.12,-1.05,-0.01,-0.03,-0.03,100956,28.8"
0.38011959998402745,-0.015478356182575226,0.00027493517845869066,-0.022919245809316636,-7.938994094729424e-05,0.0005989366909489036,0.00016154057811945677,70.9985,210.001,77.999,"0.01,0.13,-1.05,-0.01,-0.09,0.03,100940,28.8"
0.4750802000053227,-0.0028956644237041473,-0.021707898005843163,0.00045862272381782534,-0.0009054350608494133,-0.000280598911922425,0.000123854391858913,70.9985,210.001,77.999,"0.01,0.13,-1.05,0.05,-0.03,-0.03,100956,28.8"
0.5701058999402449,-0.011549174413084983,-0.023702827841043474,-0.01310032680630684,-0.0009674949338659644,-8.746515377424657e-05,0.00030224300862755624,70.9985,210.001,77.999,"0.01,0.13,-1.05,0.05,-0.03,-0.03,100949,28.8"
0.6640918999910355,-0.022437118366360663,-0.006031030416488647,-0.03383924635127187,-0.00035731147509068253,0.0007223586551845073,0.0003652579238405451,70.9985,210.001,77.999,"0.01,0.13,-1.05,0.05,-0.03,-0.03,100944,28.8"
0.7601151999551803,-0.02324262373149395,0.0052444285713136194,-0.03448542430996895,-1.4983932487666607e-06,0.0009260731632821262,0.000223933084635064,70.9985,210.001,77.999,"0.01,0.13,-1.05,0.05,-0.03,0.03,100954,28.8"
0.856107399915345,0.014328491128981113,-0.019989004358649254,0.02748682163655758,-0.0006753785797627643,-0.0006347431801259518,-0.0001414776488672942,70.9985,210.001,77.999,"0.01,0.12,-1.05,-0.01,-0.09,-0.03,100952,28.8"
0.9510630000149831,0.007948009483516216,0.009751091385260225,0.022594090178608896,0.00037518802419072016,0.00036758588248630986,-0.00030914084636606275,70.9985,210.028,77.999,"0.01,0.13,-1.05,-0.01,-0.03,-0.03,100950,28.8"
1.0461168999318033,-0.013324729911983014,-0.009087007492780685,-0.004753010347485542,-0.0003681238100398332,0.00045459066750481726,0.00015369054453913123,70.9985,210.495,77.999,"0.01,0.12,-1.05,0.11,-0.03,0.03,100936,28.8"
1.144070699927397,-0.007145380973815918,-0.014590535638853907,-0.013406500034034253,-0.0005075118562672288,2.3459037765860558e-05,0.00019669478642754258,70.9985,210.499,77.999,"0.01,0.13,-1.05,-0.01,-0.03,-0.03,100951,28.8"
1.2400968000292778,-0.0042324535548686985,0.025290955789387226,0.009169045183807612,0.0008272229053545744,0.0011596990982070566,-0.00030571859097108247,70.9985,210.499,77.999,"0.01,0.13,-1.05,-0.07,-0.09,-0.03,100950,28.8"
1.3341352000134066,-0.012772045284509658,0.022846934595145287,-0.011399852484464646,0.0007496156584238633,0.0011633007205091416,1.3252429198473692e-05,70.9985,210.499,77.999,"0.01,0.13,-1.06,0.05,-0.09,-0.03,100941,28.8"
1.428103599930182,-0.011773504875600338,0.002499496191740036,-0.01755968350917101,5.997340194880962e-05,0.0005503307038452476,0.00013907838729210198,70.9985,210.499,77.999,"0.01,0.12,-1.05,0.05,-0.03,-0.03,100941,28.8"
1.523141499958001,-0.005596060678362847,-0.0074470631778240206,-0.0011188555974513293,-0.00028247067239135505,0.00017634471878409387,6.676752818748354e-05,70.9985,210.499,77.999,"0.01,0.13,-1.05,-0.01,-0.03,0.03,100948,28.8"
1.6171070999698713,-0.007176015712320805,0.009182534832507371,-0.007249186560511589,0.00026744192582555114,0.0006289638520684093,-5.205716588534415e-05,70.9985,210.499,77.999,"0.01,0.12,-1.05,0.05,-0.03,0.03,100939,28.8"
1.7120801999699324,-0.01168808490037918,-0.010922184586524964,-0.020571121387183665,-0.0005999248009175062,0.00025848980294540524,0.00024814013158902526,70.9985,210.499,77.999,"0.01,0.13,-1.05,0.05,-0.09,0.03,100936,28.8"
1.8061199999647215,-0.012935474887490273,-0.022057227045297622,-0.010841924231499434,-0.0009772983146831393,0.00028186608105897906,0.0002522005495848134,70.9985,210.499,77.999,"0.01,0.13,-1.05,-0.07,-0.03,-0.10,100940,28.8"
1.9031157999997959,-0.007190859317779541,0.017141984310001135,-0.0035306282341480257,0.0005551558337174356,0.0008723885286599398,-0.00010272202780470252,70.9985,210.499,77.999,"0.01,0.13,-1.05,0.05,-0.03,-0.03,100939,28.8"
1.9971026999410242,-0.010124623216688633,-0.012114901002496481,0.0013948759995400905,-0.0005463353823870421,0.00018776983488351108,0.00014851278392598034,70.9985,210.499,77.999,"0.01,0.13,-1.05,0.11,-0.03,-0.03,100943,28.8"
2.0911420999327675,0.016992399096488954,-0.01377533480990678,0.025899043865501882,-0.00035667470219777895,-0.0006305527174845337,-0.00023043077962938696,70.9985,210.555,77.999,"0.01,0.13,-1.06,-0.01,-0.03,0.03,100948,28.8"
2.1901006000116467,-0.0013460226356983185,-0.008462967351078987,0.005866599385626614,-0.00033924884919542817,0.00018203862709924578,-3.271282184869051e-06,70.9985,210.995,77.999,"0.01,0.13,-1.05,0.05,-0.03,0.03,100944,28.8"
2.2861162999179214,-0.015987931191921233,-0.020412664767354725,-0.01953843664377928,-0.0009052456123754382,0.0002690171473659575,0.0003277021460235119,70.9985,210.999,77.999,"0.01,0.13,-1.05,-0.01,-0.09,0.03,100948,28.8"
2.3811418999684975,-0.012067156657576562,0.008721604221500456,-0.004975557699799538,0.0001685693088802509,0.0008298139189719222,-1.0177743388339876e-05,70.9985,210.999,77.999,"0.01,0.13,-1.05,-0.01,-0.03,-0.03,100953,28.8"
2.4751148999202996,-0.0018286293372511864,0.007488829828798771,0.008060147054493427,0.0001416265673469752,0.0006722017758875154,-0.00011337210889905691,70.9985,210.999,77.999,"0.01,0.13,-1.05,0.05,-0.09,-0.03,100946,28.8"
2.570142599986866,0.0028814872726798057,-0.015411527454853058,0.01261466285213828,-0.0005248393048532307,-5.902518751099706e-05,-3.915210254490376e-06,70.9985,210.999,77.999,"0.01,0.13,-1.05,0.05,-0.09,0.03,100954,28.8"
