Time(s),Fx,Fy,Fz,Tx,Ty,Tz,PosX,PosY,PosZ,SerialData
5.00003807246685e-07,0.044320577569305894,0.026418377831578254,-0.0030536439269781114,0.0008752872585318982,-0.0015946651197737082,-0.00011540337873157114,211.0,189.8185,78.0,"0.02,0.06,-1.06,-0.19,0.00,-0.03,100621,24.6"
0.0999623000388965,0.036206994019448754,-0.03128408025950193,-0.04242294356226921,-0.001247731439070776,-0.0028952489839866756,0.0006006257957778871,211.0,191.72,78.0,"0.02,0.06,-1.06,-1.05,0.19,-0.03,100629,24.6"
0.1959641999565065,0.08143074959516525,-0.016773490235209465,-0.2016984224319458,-0.001176301180385053,-0.0020551597932353615,0.00044709116918966173,211.0,193.7615,78.0,"0.02,0.06,-1.06,-4.34,-0.30,0.22,100625,24.6"
0.29800509999040514,0.1782098740339279,0.02396377846598625,-0.4877816796302795,0.0003208921290934086,-0.0014764387626200915,0.0001338026951998472,211.0,195.741,78.0,"0.03,0.06,-1.06,-6.11,0.25,0.77,100894,24.6"
0.39697140001226217,0.30214434266090395,0.023898580670356752,-0.7767495393753052,0.0004236111883074045,-0.002224599756300449,-0.00010021349880844355,211.0,197.467,78.0,"0.03,0.07,-1.06,-0.26,-1.65,-0.03,101759,24.5"
0.5140643999911845,0.3185480833053589,-0.012216662615537643,-0.8192709565162659,-0.0007392313797026873,-0.002657860517501831,6.716789212077857e-05,211.0,197.381,78.0,"0.03,0.07,-1.06,1.82,-2.50,-0.27,101542,24.5"
0.608974099974148,0.2235552579164505,-0.03358302637934685,-0.5155889689922333,-0.0014674656093120575,-0.0029171624686568976,0.0002823472023010254,211.0,195.316,78.0,"0.02,0.06,-1.06,1.09,-2.01,-0.52,99704,24.5"
0.7209760999539867,0.14098262190818786,-0.00878579318523407,-0.12468264568597079,-2.9110838659107686e-05,-0.0031392451375722883,-0.00013657252129632979,211.0,193.256,78.0,"0.02,0.06,-1.06,0.11,-0.42,-0.27,100623,24.5"
0.8239993000170216,0.06698421761393547,-0.020233670622110365,0.0008811406791210174,-0.0003376913256943226,-0.0028020574565744026,0.0001669379707891494,211.0,191.296,78.0,"0.03,0.06,-1.06,-0.99,0.31,-0.15,100620,24.5"
0.921991299954243,0.04095185361802578,0.004619371145963669,-0.006268495321273803,7.727800984866918e-05,-0.0023031339747831225,0.0001467085152398795,211.0,189.376,78.0,"0.02,0.05,-1.06,-0.62,-0.06,-0.03,100618,24.5"
1.0189840999664739,0.029067607969045638,-0.02249588780105114,-0.041144495457410814,-0.001026311138411984,-0.002412244491279125,0.0005506052169948816,211.0,189.001,78.0,"0.02,0.06,-1.06,-0.50,0.00,-0.03,100636,24.5"
